id,jour,ordre conditions,ordre histoires,condition,histoire,PM oral,nbSyll,debit moyen,variance debit,identification,dénomination,nb0,nb1,freq moy pédalage/baseline,variance pédalage/baseline,freq moy pédalage,variance pédalage,nbSyllAudio,nbPauses,SpeechRate,ArticulationRate,SpeakingDuration,originalDuration
9,1,c 2031,s 3210,2,3,,225,2.6654069080798672,1.7825042772613344,0,0.857142857142857,1,0,-13.12763802113568,-25.404664157022903,0.8419846096250563,0.036433969453897354,224,38,2.655035084392187,4.278728606356968,0.6205196282950882,52.352000000000004
9,1,c 2031,s 3210,0,2,,239,3.519638934367613,1.8643905541251224,0,1.9285714285714286,1,1,,,,,227,25,3.363560929350403,4.70876203119814,0.7143195827406356,48.20800000000001
9,2,c 2031,s 3210,3,1,,335,3.6931944203417557,2.613683686327688,0,0.8,2,0,-3.3080694872712257,23.677541142616555,0.8762315540259584,0.0418338981033257,292,33,3.236389430750133,4.704820830110852,0.6878879233906723,62.06400000000002
9,2,c 2031,s 3210,1,0,,352,3.877089200856736,2.260788657422445,0,1.3571428571428572,0,0,,,,,309,28,3.423595107250487,4.698905109489051,0.7285942208828221,65.76
9,2,c 2031,s 3210,0,2,,345,3.755371869518492,2.144427229157755,0,0.0,3,0,,,,,294,38,3.2118510749868907,4.597197898423813,0.698654081454292,63.95200000000006
9,1,c 2031,s 3210,1,0,,287,3.824206681338913,1.8530015466149088,0,2.0,1,2,,,,,251,31,3.38311408238085,4.698262952979934,0.7200776364028468,53.424
9,2,c 2031,s 3210,2,3,,398,3.191022950059524,3.2391399027547916,0,1.0,2,1,4.866270818442109,-10.901773594366793,1.0178785571250553,0.03344241546572011,339,43,2.869379739978332,4.587031825070364,0.6255417118093172,73.90399999999997
9,1,c 2031,s 3210,3,1,,253,3.2687928012026086,2.111721857650113,0,2.7285714285714286,0,0,-3.4023149819097376,-4.817426031689386,0.8721389572026874,0.04411029743564407,240,32,3.119151590767311,4.626773596545342,0.6741526304845082,51.87200000000001
16,1,c 0123,s 0312,3,2,,430,2.781300559693188,2.5358504149453225,0,0.5714285714285714,2,0,,,0.926190012447971,0.04737946737779356,462,53,2.990678404971517,4.264510412051396,0.7012946659761781,108.336
16,2,c 0123,s 0312,0,0,,578,2.999177243083914,1.4464346121779152,0,1.0,2,1,,,,,620,74,3.2369893910283185,4.172499192419512,0.7757914961156127,148.59199999999998
16,1,c 0123,s 0312,1,3,,673,3.219006172074106,1.7644614196210855,0,0.3857142857142857,2,0,,,,,679,81,3.2483110701673574,4.269246291998787,0.7608628896054049,158.57600000000008
16,1,c 0123,s 0312,2,1,,544,2.795256393659166,2.1183381381369553,0,1.057142857142857,1,0,44.875854761273935,94.35420654000018,1.1981292778713293,0.10609291372363332,602,76,3.1694886698677442,4.450555949846226,0.7121556734900176,135.264
16,2,c 0123,s 0312,2,1,,619,2.9699308489880796,2.033517124390102,0,1.0714285714285712,1,0,44.80275096678565,76.16692399424126,1.2001601797612091,0.09043154804096944,653,78,3.1293129888053977,4.2811811601804255,0.7309461738997086,152.52800000000002
16,1,c 0123,s 0312,0,0,,560,3.327776099426528,1.733072144417268,0,2.1285714285714286,0,1,,,,,566,65,3.364881575192619,4.427963449743395,0.7599162941120522,127.82400000000007
16,2,c 0123,s 0312,1,3,,804,3.242374088272398,1.8146899362685884,0,0.45714285714285713,2,0,,,,,830,91,3.3433230213972673,4.313211939802111,0.7751353441608664,192.43200000000007
16,2,c 0123,s 0312,3,2,,593,2.9473478025382627,1.6632770266380128,0,0.8857142857142858,2,0,,,0.7773775630937031,0.09480186751191297,650,74,3.2701440875794896,4.3795817162570065,0.7466795460033809,148.41600000000003
18,1,c 0321,s 1203,1,3,,668,4.762677653543046,2.4442789601550925,0,1.4285714285714286,1,1,,,,,573,37,4.194483485593816,5.069002123142249,0.827477160927618,113.04000000000003
18,2,c 0321,s 1203,3,2,,665,5.043570915892957,2.359392379538804,0,2.3,0,1,-28.041349541427497,-58.570974685551455,0.7838749937749979,0.029226048935432108,610,34,4.620652042176706,5.418561682774304,0.8527451218034178,112.57599999999998
18,1,c 0321,s 1203,0,1,,500,4.444404487218438,2.269136645288355,0,2.2142857142857144,0,1,,,,,454,39,3.9475514746800218,5.086948727142349,0.7760155815247628,89.24799999999993
18,1,c 0321,s 1203,3,2,,596,4.5949537345143145,2.8475100623271836,0,3.0,0,3,-35.13464275412166,-37.52839065726177,0.7051798982548646,0.04302245924638065,539,40,4.155359565807326,5.318519103252287,0.7813001110151723,101.34400000000004
18,1,c 0321,s 1203,2,0,,667,4.2663037949479525,2.72436766062975,0,2.6285714285714286,0,2,,,1.1001030860562926,0.03947190585411897,617,50,3.940578377273656,5.008116883116884,0.786838340486409,123.19999999999997
18,2,c 0321,s 1203,2,0,,671,4.8473026637883745,1.7763475692362545,0,2.5,0,2,,,1.111399108368192,0.02912346555306773,595,40,4.311094365870623,5.166365657126977,0.8344539763505685,115.16800000000006
18,2,c 0321,s 1203,0,1,,624,4.972351995429788,1.822258049431585,0,0.5428571428571428,2,0,,,,,549,29,4.38722669735328,5.0863474651645415,0.86254954609385,107.936
18,2,c 0321,s 1203,1,3,,711,4.889460070233238,2.24097718181992,0,0.6857142857142857,2,0,,,,,619,41,4.2579242791107195,5.190166353635632,0.8203830068236847,119.264
19,1,c 3210,s 0231,3,0,,302,3.849372506022019,3.4626960689542,0,0.6285714285714286,2,0,-26.572671426476326,126.07138591550178,0.5438751118382796,0.057582036656122514,251,38,3.1891644643220167,5.124959163672003,0.6222809514128887,48.976
19,2,c 3210,s 0231,2,2,,355,4.22435809949732,2.68337316284909,0,1.0,2,1,-48.20563848911097,-35.33406489494393,0.5663973055922542,0.024634005458020837,332,22,4.126068800954465,5.243871619914077,0.7868363491747863,63.31199999999999
19,1,c 3210,s 0231,2,2,,313,3.8914660361180653,2.28536204008194,0,1.7,1,1,-34.71590420175586,0.18774671661978548,0.7164215227023014,0.04531451265653579,288,31,3.56718192627824,4.924760601915183,0.7243361078081652,58.480000000000025
19,2,c 3210,s 0231,0,1,,341,3.903569916223459,2.2575666258354135,0,0.0,3,0,,,,,321,28,3.666392543859649,4.702883263009844,0.7796052631578949,68.25600000000001
19,1,c 3210,s 0231,1,3,,258,3.527331028629066,2.4380136212659784,0,1.0,2,1,,,,,249,23,3.5701995870612526,4.890791954745442,0.7299839412709339,50.91200000000001
19,2,c 3210,s 0231,1,3,,443,4.4092774507819135,2.030158722939301,0,0.4,2,0,,,,,397,30,3.9384920634920637,4.893984220907299,0.8047619047619046,81.11999999999998
19,2,c 3210,s 0231,3,0,,371,4.149019803777249,3.03782895286247,0,0.0,3,0,-44.65013270644527,14.472978161926143,0.40386307866240634,0.028365825117405045,328,22,3.8274831964152347,4.86935866983373,0.7860343539955188,67.35999999999999
19,1,c 3210,s 0231,0,1,,275,3.774749248816121,2.4699674983288795,0,0.2428571428571428,2,0,,,,,256,27,3.5219018269865727,4.869141813755323,0.7233105877173678,52.57600000000003
20,1,c 1023,s 2103,0,1,,525,3.6071307372705967,2.8527106893968894,0,1.8285714285714285,1,1,,,,,485,61,3.3288491104766083,4.5692643955381405,0.7285306391390285,106.14399999999992
20,1,c 1023,s 2103,1,2,,362,3.040636753718151,2.926554351093941,0,2.0,1,2,,,,,374,49,3.1325381935138035,4.554754481683552,0.6877512731171272,82.11200000000004
20,2,c 1023,s 2103,1,2,,403,3.7347763284867006,3.073815992341294,0,0.0,3,0,,,,,372,38,3.4475088967971526,4.725609756097558,0.729537366548043,78.72000000000004
20,1,c 1023,s 2103,3,3,,543,3.389044099698454,2.5549836822271272,0,1.7714285714285714,0,1,-21.549841744183418,-19.254937594577783,0.539451166455049,0.02396638174100063,534,60,3.32984136486082,4.59267923489748,0.7250324254215308,116.27200000000005
20,1,c 1023,s 2103,2,0,,436,3.4332526234876113,2.3415977828338286,0,2.342857142857143,0,1,-38.574262901745804,-13.449264344625556,0.5397425948650003,0.030480518351040067,418,53,3.2894736842105257,4.571303587051618,0.7195920423067237,91.44
20,2,c 1023,s 2103,3,3,,537,3.776618552198131,3.009857549804002,0,1.0,2,1,-9.687832824064923,47.83161281461088,0.6212551589878339,0.04530834854829817,465,61,3.2694903813702325,4.7855260991272806,0.6832039599505011,97.16800000000009
20,2,c 1023,s 2103,2,0,,386,3.6872718613233664,3.2314777515723443,0,0.0,3,0,-24.772414003850752,-4.599108955630737,0.6619902593118929,0.03381789064504692,342,48,3.2554066402680473,4.613641269156054,0.7056046299116662,74.128
20,2,c 1023,s 2103,0,1,,436,3.700308360018654,3.365315089422404,0,0.0,3,0,,,,,375,44,3.3075783234546994,4.66325109430959,0.7092859158904883,80.416
1,3,c 3012,s 1302,1,0,,,,,0,0.21428571428571425,2,0,,,,,,,,,,
1,3,c 3012,s 1302,3,1,,,,,0,0.0,3,0,,,,,,,,,,
1,3,c 3012,s 1302,0,3,,,,,0,1.0,2,1,,,,,,,,,,
1,3,c 3012,s 1302,2,2,,,,,0,1.0,2,1,,,,,,,,,,
3,3,c 0312,s 0321,0,0,,,,,0,0.0,3,0,,,,,,,,,,
3,3,c 0312,s 0321,2,1,,,,,0,0.0,3,0,,,,,,,,,,
3,3,c 0312,s 0321,3,3,,,,,0,0.0,3,0,,,,,,,,,,
3,3,c 0312,s 0321,1,2,,,,,0,0.0,3,0,,,,,,,,,,
5,3,c 3102,s 2310,2,0,,,,,0,1.0,2,1,,,,,,,,,,
5,3,c 3102,s 2310,0,1,,,,,0,1.8857142857142857,1,1,,,,,,,,,,
5,3,c 3102,s 2310,1,3,,,,,0,1.0,2,1,,,,,,,,,,
5,3,c 3102,s 2310,3,2,,,,,0,3.0,0,3,,,,,,,,,,
2,3,c 2130,s 3012,1,0,,,,,0,1.9285714285714286,1,1,,,,,,,,,,
2,3,c 2130,s 3012,3,1,,,,,0,0.6,2,0,,,,,,,,,,
2,3,c 2130,s 3012,2,3,,,,,0,1.0,2,1,,,,,,,,,,
2,3,c 2130,s 3012,0,2,,,,,0,2.0,1,2,,,,,,,,,,
4,3,c 0132,s 0231,0,0,,,,,0,0.17142857142857135,2,0,,,,,,,,,,
4,3,c 0132,s 0231,2,1,,,,,0,0.3,2,0,,,,,,,,,,
4,3,c 0132,s 0231,3,3,,,,,0,0.22857142857142848,2,0,,,,,,,,,,
4,3,c 0132,s 0231,1,2,,,,,0,0.0,3,0,,,,,,,,,,
6,3,c 2103,s 3021,1,0,,,,,0,0.0,3,0,,,,,,,,,,
6,3,c 2103,s 3021,3,1,,,,,0,0.0,3,0,,,,,,,,,,
6,3,c 2103,s 3021,2,3,,,,,0,0.7,2,0,,,,,,,,,,
6,3,c 2103,s 3021,0,2,,,,,0,1.0,2,1,,,,,,,,,,
9,3,c 2031,s 3210,1,0,,,,,0,1.0,2,1,,,,,,,,,,
9,3,c 2031,s 3210,3,1,,,,,0,1.0,2,1,,,,,,,,,,
9,3,c 2031,s 3210,2,3,,,,,0,1.0,2,1,,,,,,,,,,
9,3,c 2031,s 3210,0,2,,,,,0,1.0,2,1,,,,,,,,,,
7,3,c 1023,s 1320,3,0,,,,,0,0.5,2,0,,,,,,,,,,
7,3,c 1023,s 1320,1,1,,,,,0,1.0,2,1,,,,,,,,,,
7,3,c 1023,s 1320,0,3,,,,,0,0.41428571428571426,2,0,,,,,,,,,,
7,3,c 1023,s 1320,2,2,,,,,0,0.0,3,0,,,,,,,,,,
8,3,c 0231,s 0132,0,0,,,,,0,2.0,1,2,,,,,,,,,,
8,3,c 0231,s 0132,2,1,,,,,0,0.0,3,0,,,,,,,,,,
8,3,c 0231,s 0132,3,3,,,,,0,1.0,2,1,,,,,,,,,,
8,3,c 0231,s 0132,1,2,,,,,0,1.8285714285714285,1,1,,,,,,,,,,
11,3,c 2301,s 3120,1,0,,,,,0,0.4428571428571426,1,0,,,,,,,,,,
11,3,c 2301,s 3120,3,1,,,,,0,0.0,3,0,,,,,,,,,,
11,3,c 2301,s 3120,2,3,,,,,0,0.0,3,0,,,,,,,,,,
11,3,c 2301,s 3120,0,2,,,,,0,0.4,2,0,,,,,,,,,,
10,3,c 1230,s 1203,3,0,,,,,0,1.0,2,1,,,,,,,,,,
10,3,c 1230,s 1203,1,1,,,,,0,2.0,1,2,,,,,,,,,,
10,3,c 1230,s 1203,0,3,,,,,0,0.0,3,0,,,,,,,,,,
10,3,c 1230,s 1203,2,2,,,,,0,1.9285714285714286,1,1,,,,,,,,,,
12,3,c 3012,s 2130,2,0,,,,,0,2.3285714285714283,0,2,,,,,,,,,,
12,3,c 3012,s 2130,0,1,,,,,0,1.0,2,1,,,,,,,,,,
12,3,c 3012,s 2130,1,3,,,,,0,2.7714285714285714,0,2,,,,,,,,,,
12,3,c 3012,s 2130,3,2,,,,,0,2.8142857142857145,0,1,,,,,,,,,,
13,3,c 1320,s 1023,3,0,,,,,0,0.0,3,0,,,,,,,,,,
13,3,c 1320,s 1023,1,1,,,,,0,0.7857142857142857,2,0,,,,,,,,,,
13,3,c 1320,s 1023,0,3,,,,,0,0.6857142857142856,1,0,,,,,,,,,,
13,3,c 1320,s 1023,2,2,,,,,0,0.0,3,0,,,,,,,,,,
16,3,c 0123,s 0312,0,0,,,,,0,2.0,1,2,,,,,,,,,,
16,3,c 0123,s 0312,2,1,,,,,0,0.5714285714285714,2,0,,,,,,,,,,
16,3,c 0123,s 0312,1,3,,,,,0,0.7428571428571429,1,0,,,,,,,,,,
16,3,c 0123,s 0312,3,2,,,,,0,0.6857142857142857,2,0,,,,,,,,,,
15,3,c 3201,s 2031,2,0,,,,,0,1.8285714285714285,1,1,,,,,,,,,,
15,3,c 3201,s 2031,1,1,,,,,0,0.7285714285714285,2,0,,,,,,,,,,
15,3,c 3201,s 2031,0,3,,,,,0,0.0,3,0,,,,,,,,,,
15,3,c 3201,s 2031,3,2,,,,,0,2.928571428571429,0,2,,,,,,,,,,
14,3,c 2310,s 3102,1,0,,,,,0,0.6142857142857141,0,0,,,,,,,,,,
14,3,c 2310,s 3102,3,1,,,,,0,1.4714285714285715,0,0,,,,,,,,,,
14,3,c 2310,s 3102,2,3,,,,,0,0.7571428571428571,1,0,,,,,,,,,,
14,3,c 2310,s 3102,0,2,,,,,0,0.8428571428571427,1,0,,,,,,,,,,
21,2,c 1023,s 2013,0,0,,,,,0,0.7857142857142857,2,0,,,,,378,42,3.3102143757881466,4.8194614443084465,0.6868432114333753,78.43199999999999
21,2,c 1023,s 2013,2,1,,,,,0,0.6285714285714286,2,0,-11.095646340091958,-20.63902573868599,0.7137581849936503,0.049541708130674135,439,38,3.7797906047664966,5.070689336536686,0.7454194792671164,86.57599999999996
21,2,c 1023,s 2013,3,3,,,,,0,0.0,3,0,-48.3803226510879,-31.370272968338952,0.43945741267469834,0.04051863970628336,355,42,3.6001135810481912,4.821273359408952,0.7467142625344801,73.632
21,2,c 1023,s 2013,1,2,,,,,0,0.0,3,0,,,,,375,36,3.6354118194509075,4.731980617807389,0.7682643089809215,79.248
18,3,c 0321,s 1203,2,0,,,,,0,3.0,0,3,,,,,,,,,,
18,3,c 0321,s 1203,0,1,,,,,0,1.3857142857142857,1,1,,,,,,,,,,
18,3,c 0321,s 1203,1,3,,,,,0,1.0,2,1,,,,,,,,,,
18,3,c 0321,s 1203,3,2,,,,,0,1.8857142857142857,1,1,,,,,,,,,,
19,3,c 3210,s 0231,3,0,,,,,0,0.0,3,0,,,,,,,,,,
19,3,c 3210,s 0231,0,1,,,,,0,0.0,3,0,,,,,,,,,,
19,3,c 3210,s 0231,1,3,,,,,0,1.0,2,1,,,,,,,,,,
19,3,c 3210,s 0231,2,2,,,,,0,1.457142857142857,1,1,,,,,,,,,,
20,3,c 1023,s 2103,2,0,,,,,0,0.0,3,0,,,,,,,,,,
20,3,c 1023,s 2103,0,1,,,,,0,0.0,3,0,,,,,,,,,,
20,3,c 1023,s 2103,3,3,,,,,0,2.0,1,2,,,,,,,,,,
20,3,c 1023,s 2103,1,2,,,,,0,0.0,3,0,,,,,,,,,,
21,3,c 1023,s 2013,0,0,,,,,0,1.0,2,1,,,,,,,,,,
21,3,c 1023,s 2013,2,1,,,,,0,0.9285714285714286,2,0,,,,,,,,,,
21,3,c 1023,s 2013,3,3,,,,,0,0.0,3,0,,,,,,,,,,
21,3,c 1023,s 2013,1,2,,,,,0,0.0,3,0,,,,,,,,,,
21,1,c 1023,s 2013,0,0,,,,,0,1.9285714285714286,1,1,,,,,368,42,3.3798677443056575,4.859497147686457,0.6955180014695077,75.728
21,1,c 1023,s 2013,2,1,,,,,0,2.0,1,2,-3.3214219828139546,-27.32763393052465,0.7777292575058624,0.04461163655837113,412,48,3.357673751466945,5.064909520062945,0.6629286738818617,81.34399999999997
21,1,c 1023,s 2013,1,2,,,,,0,2.757142857142857,0,2,,,,,268,27,3.1741519802918323,4.647613762486126,0.6829638051923442,57.66400000000001
21,1,c 1023,s 2013,3,3,,,,,0,2.5,0,2,-45.35061866102408,-40.721251586856575,0.46596180600030784,0.03434190694931162,468,42,3.7888601036269427,4.873375541486168,0.7774611398963734,96.03200000000005
