id,jour,ordre conditions,ordre histoires,condition,histoire,nbSyll,nbPauses,SpeechRate,ArticulationRate,SpeakingDuration,originalDuration
20,3,c 1023,s 2103,-1,-1,588,73,3,4,131.3,192.2
