id,jour,ordre histoires,ordre conditions,histoire,condition,type,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance,mot le plus proche,transcription,distance
7,3,c 1023,s 1320,3,0,vehicule,Melare,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
7,3,c 1023,s 1320,3,0,maison,Zulergen,Keimase,False,,,k_aI_m_a_s_@,10,,,10
7,3,c 1023,s 1320,1,1,maison,Sonistik,Ligete,False,Ligete,,l_i_g_e_t_@,10,,,10
7,3,c 1023,s 1320,3,0,personnage,Lasgelich,Mielbete,False,Mendelin,,m_i_l_b_e_t_@,10,,,10
7,3,c 1023,s 1320,0,3,maison,Sonistik,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
7,3,c 1023,s 1320,1,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
7,3,c 1023,s 1320,2,2,maison,Tereinat,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
7,3,c 1023,s 1320,1,1,personnage,Ligete,Tereinat,False,,,t_e_r_aI_n_a_t,10,,,10
7,3,c 1023,s 1320,0,3,vehicule,Keimase,Melare,False,,,m_e_l_a_r_@,10,,,10
7,3,c 1023,s 1320,2,2,personnage,Mielbete,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
7,3,c 1023,s 1320,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
7,3,c 1023,s 1320,0,3,personnage,Ligete,Lasgelich,False,Salvete ,,l_a_s_g_e_l_i_C,10,,,10
8,3,c 0231,s 0132,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,,z_o_n_i_s_t_i_k,10,,,10
8,3,c 0231,s 0132,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,3,c 0231,s 0132,2,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
8,3,c 0231,s 0132,0,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
8,3,c 0231,s 0132,3,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
8,3,c 0231,s 0132,2,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
8,3,c 0231,s 0132,1,2,maison,Melare,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
8,3,c 0231,s 0132,2,1,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
8,3,c 0231,s 0132,3,3,vehicule,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
8,3,c 0231,s 0132,1,2,personnage,Soltete,Soltete,True,Sodete,,z_o_l_t_e_t_@,10,,,10
8,3,c 0231,s 0132,1,2,vehicule,Wecktellin,Wecktellin,True,Vektelin,,v_@_k_t_e_l_i_n,10,,,10
8,3,c 0231,s 0132,3,3,personnage,Lasgelich,Lasgelich,True,Lasgelich,,l_a_s_g_e_l_i_C,10,,,10
14,2,c 2310,s 3102,1,0,vehicule,Ligete,Sonistik,False,Mesclave,,z_o_n_i_s_t_i_k,10,,,10
14,2,c 2310,s 3102,1,0,maison,Wecktellin,Keimase,False,,,k_aI_m_a_s_@,10,,,10
14,2,c 2310,s 3102,3,1,maison,Sonistik,Ligete,False,,,l_i_g_e_t_@,10,,,10
14,2,c 2310,s 3102,1,0,personnage,Tereinat,Mielbete,False,sangete,,m_i_l_b_e_t_@,10,,,10
14,2,c 2310,s 3102,2,3,maison,Keimase,Zulergen,False,Trigollore,,ts_u_l_@_r_g_@,10,,,10
14,2,c 2310,s 3102,3,1,vehicule,Sonistik,Mattendich,False,Sadose,,m_a_t_@_n_d_i_C,10,,,10
14,2,c 2310,s 3102,0,2,maison,Melare,Madikten,False,Tribune,,m_a_d_i_k_t_@,10,,,10
14,2,c 2310,s 3102,3,1,personnage,Soltete,Tereinat,False,Tregotte,,t_e_r_aI_n_a_t,10,,,10
14,2,c 2310,s 3102,2,3,vehicule,Mattendich,Melare,False,,,m_e_l_a_r_@,10,,,10
14,2,c 2310,s 3102,0,2,personnage,Lasgelich,Soltete,False,Pulere,,z_o_l_t_e_t_@,10,,,10
14,2,c 2310,s 3102,0,2,vehicule,Zulergen,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
14,2,c 2310,s 3102,2,3,personnage,Mattendich,Lasgelich,False,Isone,,l_a_s_g_e_l_i_C,10,,,10
13,2,c 1320,s 1023,3,0,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
13,2,c 1320,s 1023,3,0,maison,Melare,Keimase,False,Maternich,,k_aI_m_a_s_@,10,,,10
13,2,c 1320,s 1023,1,1,maison,-1,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,2,c 1320,s 1023,3,0,personnage,-1,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
13,2,c 1320,s 1023,0,3,maison,Zulergen,Zulergen,True,Zouleten,,ts_u_l_@_r_g_@,10,,,10
13,2,c 1320,s 1023,1,1,vehicule,Keimase,Mattendich,False,Senate,,m_a_t_@_n_d_i_C,10,,,10
13,2,c 1320,s 1023,2,2,maison,Soltete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
13,2,c 1320,s 1023,1,1,personnage,Tereinat,Tereinat,True,Terenate,,t_e_r_aI_n_a_t,10,,,10
13,2,c 1320,s 1023,0,3,vehicule,Ligete,Melare,False,,,m_e_l_a_r_@,10,,,10
13,2,c 1320,s 1023,2,2,personnage,Mattendich,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
13,2,c 1320,s 1023,2,2,vehicule,Lasgelich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
13,2,c 1320,s 1023,0,3,personnage,Mielbete,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
11,3,c 2301,s 3120,1,0,vehicule,Sonistik,Sonistik,True,Kaimane,,z_o_n_i_s_t_i_k,10,,,10
11,3,c 2301,s 3120,1,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
11,3,c 2301,s 3120,3,1,maison,Madikten,Ligete,False,,,l_i_g_e_t_@,10,,,10
11,3,c 2301,s 3120,1,0,personnage,Mielbete,Mielbete,True,Lasgelich,,m_i_l_b_e_t_@,10,,,10
11,3,c 2301,s 3120,2,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
11,3,c 2301,s 3120,3,1,vehicule,Wecktellin,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
11,3,c 2301,s 3120,0,2,maison,Mattendich,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
11,3,c 2301,s 3120,3,1,personnage,Soltete,Tereinat,False,,,t_e_r_aI_n_a_t,10,,,10
11,3,c 2301,s 3120,2,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
11,3,c 2301,s 3120,0,2,personnage,Ligete,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
11,3,c 2301,s 3120,0,2,vehicule,Keimase,Wecktellin,False,Matendich,,v_@_k_t_e_l_i_n,10,,,10
11,3,c 2301,s 3120,2,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
10,3,c 1230,s 1203,3,0,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,3,c 1230,s 1203,3,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
10,3,c 1230,s 1203,1,1,maison,Zulergen,Ligete,False,,,l_i_g_e_t_@,10,,,10
10,3,c 1230,s 1203,3,0,personnage,Mielbete,Mielbete,True,milbete,,m_i_l_b_e_t_@,10,,,10
10,3,c 1230,s 1203,0,3,maison,Ligete,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
10,3,c 1230,s 1203,1,1,vehicule,Mattendich,Mattendich,True,mattendich,,m_a_t_@_n_d_i_C,10,,,10
10,3,c 1230,s 1203,2,2,maison,Madikten,Madikten,True,madigten,,m_a_d_i_k_t_@,10,,,10
10,3,c 1230,s 1203,1,1,personnage,Tereinat,Tereinat,True,terreinat,,t_e_r_aI_n_a_t,10,,,10
10,3,c 1230,s 1203,0,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
10,3,c 1230,s 1203,2,2,personnage,Soltete,Soltete,True,,,z_o_l_t_e_t_@,10,,,10
10,3,c 1230,s 1203,2,2,vehicule,Wecktellin,Wecktellin,True,vectellin,,v_@_k_t_e_l_i_n,10,,,10
10,3,c 1230,s 1203,0,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
12,3,c 1032,s 2130,2,0,vehicule,Mattendich,Sonistik,False,Ligete,,z_o_n_i_s_t_i_k,10,,,10
12,3,c 1032,s 2130,2,0,maison,Keimase,Keimase,True,Kaimase,,k_aI_m_a_s_@,10,,,10
12,3,c 1032,s 2130,0,1,maison,Wecktellin,Ligete,False,,,l_i_g_e_t_@,10,,,10
12,3,c 1032,s 2130,2,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
12,3,c 1032,s 2130,3,3,maison,Zulergen,Zulergen,True,Zulerge,,ts_u_l_@_r_g_@,10,,,10
12,3,c 1032,s 2130,0,1,vehicule,-1,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
12,3,c 1032,s 2130,1,2,maison,Madikten,Madikten,True,Madickte,,m_a_d_i_k_t_@,10,,,10
12,3,c 1032,s 2130,0,1,personnage,Tereinat,Tereinat,True,Teiranait,,t_e_r_aI_n_a_t,10,,,10
12,3,c 1032,s 2130,3,3,vehicule,-1,Melare,False,Malere,,m_e_l_a_r_@,10,,,10
12,3,c 1032,s 2130,1,2,personnage,Soltete,Soltete,True,Sultete ,,z_o_l_t_e_t_@,10,,,10
12,3,c 1032,s 2130,1,2,vehicule,Wecktellin,Wecktellin,True,Wecktolin,,v_@_k_t_e_l_i_n,10,,,10
12,3,c 1032,s 2130,3,3,personnage,Zulergen,Lasgelich,False,Lasgelich,,l_a_s_g_e_l_i_C,10,,,10
16,2,c 2013,s 3201,1,0,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
16,2,c 2013,s 3201,1,0,maison,Mattendich,Keimase,False,,,k_aI_m_a_s_@,10,,,10
16,2,c 2013,s 3201,3,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
16,2,c 2013,s 3201,1,0,personnage,Sonistik,Mielbete,False,Miehlbete,,m_i_l_b_e_t_@,10,,,10
16,2,c 2013,s 3201,2,3,maison,Mielbete,Zulergen,False,Tibet,,ts_u_l_@_r_g_@,10,,,10
16,2,c 2013,s 3201,3,1,vehicule,Melare,Mattendich,False,Matreschke,,m_a_t_@_n_d_i_C,10,,,10
16,2,c 2013,s 3201,0,2,maison,Keimase,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
16,2,c 2013,s 3201,3,1,personnage,Zulergen,Tereinat,False,Trenete,,t_e_r_aI_n_a_t,10,,,10
16,2,c 2013,s 3201,2,3,vehicule,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
16,2,c 2013,s 3201,0,2,personnage,Tereinat,Soltete,False,Soltene,,z_o_l_t_e_t_@,10,,,10
16,2,c 2013,s 3201,0,2,vehicule,Lasgelich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
16,2,c 2013,s 3201,2,3,personnage,Mattendich,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
15,2,c 3120,s 2301,2,0,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
15,2,c 3120,s 2301,2,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
15,2,c 3120,s 2301,0,1,maison,Lasgelich,Ligete,False,,,l_i_g_e_t_@,10,,,10
15,2,c 3120,s 2301,2,0,personnage,Sonistik,Mielbete,False,mehbetee,,m_i_l_b_e_t_@,10,,,10
15,2,c 3120,s 2301,1,3,maison,Ligete,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
15,2,c 3120,s 2301,0,1,vehicule,Zulergen,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
15,2,c 3120,s 2301,3,2,maison,Madikten,Madikten,True,mastig,,m_a_d_i_k_t_@,10,,,10
15,2,c 3120,s 2301,0,1,personnage,Melare,Tereinat,False,tierenat,,t_e_r_aI_n_a_t,10,,,10
15,2,c 3120,s 2301,1,3,vehicule,Tereinat,Melare,False,,,m_e_l_a_r_@,10,,,10
15,2,c 3120,s 2301,3,2,personnage,Keimase,Soltete,False,solltetee,,z_o_l_t_e_t_@,10,,,10
15,2,c 3120,s 2301,3,2,vehicule,Mattendich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
15,2,c 3120,s 2301,1,3,personnage,Sonistik,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
13,3,c 1320,s 1023,3,0,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
13,3,c 1320,s 1023,3,0,maison,Mattendich,Keimase,False,,,k_aI_m_a_s_@,10,,,10
13,3,c 1320,s 1023,1,1,maison,Lasgelich,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,3,c 1320,s 1023,3,0,personnage,Soltete,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
13,3,c 1320,s 1023,0,3,maison,Keimase,Zulergen,False,Matiste,,ts_u_l_@_r_g_@,10,,,10
13,3,c 1320,s 1023,1,1,vehicule,Madikten,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
13,3,c 1320,s 1023,2,2,maison,Ligete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
13,3,c 1320,s 1023,1,1,personnage,Tereinat,Tereinat,True,Tere..nate,,t_e_r_aI_n_a_t,10,,,10
13,3,c 1320,s 1023,0,3,vehicule,Zulergen,Melare,False,Soliste,,m_e_l_a_r_@,10,,,10
13,3,c 1320,s 1023,2,2,personnage,Melare,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
13,3,c 1320,s 1023,2,2,vehicule,Mielbete,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
13,3,c 1320,s 1023,0,3,personnage,Mattendich,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
17,2,c 3201,s 2013,2,0,vehicule,-1,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
17,2,c 3201,s 2013,2,0,maison,-1,Keimase,False,,,k_aI_m_a_s_@,10,,,10
17,2,c 3201,s 2013,0,1,maison,-1,Ligete,False,,,l_i_g_e_t_@,10,,,10
17,2,c 3201,s 2013,2,0,personnage,-1,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
17,2,c 3201,s 2013,1,3,maison,-1,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
17,2,c 3201,s 2013,0,1,vehicule,-1,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
17,2,c 3201,s 2013,3,2,maison,-1,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
17,2,c 3201,s 2013,0,1,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
17,2,c 3201,s 2013,1,3,vehicule,Ligete,Melare,False,,,m_e_l_a_r_@,10,,,10
17,2,c 3201,s 2013,3,2,personnage,Zulergen,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
17,2,c 3201,s 2013,3,2,vehicule,-1,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
17,2,c 3201,s 2013,1,3,personnage,Lasgelich,Lasgelich,True,Laskelich,,l_a_s_g_e_l_i_C,10,,,10
1,1,c 3012,s 1302,1,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
1,1,c 3012,s 1302,1,0,vehicule,Sonistik,Sonistik,True,Solistik,,z_o_n_i_s_t_i_k,10,,,10
1,1,c 3012,s 1302,1,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
2,1,c 2130,s 3012,1,0,maison,Keimase,Keimase,True,Kaimasse,,k_aI_m_a_s_@,10,,,10
2,1,c 2130,s 3012,1,0,vehicule,Sonistik,Sonistik,True,Sunistik,,z_o_n_i_s_t_i_k,10,,,10
2,1,c 2130,s 3012,1,0,personnage,Mielbete,Mielbete,True,Malbecke,,m_i_l_b_e_t_@,10,,,10
3,1,c 0312,s 0321,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
3,1,c 0312,s 0321,0,0,vehicule,Sonistik,Sonistik,True,solistik,,z_o_n_i_s_t_i_k,10,,,10
3,1,c 0312,s 0321,0,0,personnage,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
4,1,c 0132,s 0231,0,0,maison,Keimase,Keimase,True,Kai Maasen,,k_aI_m_a_s_@,10,,,10
4,1,c 0132,s 0231,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,,z_o_n_i_s_t_i_k,10,,,10
4,1,c 0132,s 0231,0,0,personnage,Mielbete,Mielbete,True,Dimil Beteq,,m_i_l_b_e_t_@,10,,,10
5,1,c 3102,s 2310,2,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
5,1,c 3102,s 2310,2,0,vehicule,Sonistik,Sonistik,True,somistik,,z_o_n_i_s_t_i_k,10,,,10
5,1,c 3102,s 2310,2,0,personnage,Mielbete,Mielbete,True,milbete,,m_i_l_b_e_t_@,10,,,10
6,1,c 2103,s 3021,1,0,maison,Keimase,Keimase,True,keimase,,k_aI_m_a_s_@,10,,,10
6,1,c 2103,s 3021,1,0,vehicule,Sonistik,Sonistik,True,sunnistik,,z_o_n_i_s_t_i_k,10,,,10
6,1,c 2103,s 3021,1,0,personnage,Mielbete,Mielbete,True,milbete,,m_i_l_b_e_t_@,10,,,10
7,1,c 1023,s 1320,3,0,maison,Ligete,Keimase,False,Algave,,k_aI_m_a_s_@,10,,,10
7,1,c 1023,s 1320,3,0,vehicule,Melare,Sonistik,False,Soldave,,z_o_n_i_s_t_i_k,10,,,10
7,1,c 1023,s 1320,3,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
8,1,c 0231,s 0132,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,1,c 0231,s 0132,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,,z_o_n_i_s_t_i_k,10,,,10
8,1,c 0231,s 0132,0,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
9,1,c 2031,s 3210,1,0,maison,Keimase,Keimase,True,Kaimase,,k_aI_m_a_s_@,10,,,10
9,1,c 2031,s 3210,1,0,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
9,1,c 2031,s 3210,1,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
10,1,c 1230,s 1203,3,0,maison,Keimase,Keimase,True,kaimase,,k_aI_m_a_s_@,10,,,10
10,1,c 1230,s 1203,3,0,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,1,c 1230,s 1203,3,0,personnage,Mielbete,Mielbete,True,milbete,,m_i_l_b_e_t_@,10,,,10
11,1,c 2301,s 3120,1,0,maison,Keimase,Keimase,True,Kaimate,,k_aI_m_a_s_@,10,,,10
11,1,c 2301,s 3120,1,0,vehicule,Sonistik,Sonistik,True,Solidete,,z_o_n_i_s_t_i_k,10,,,10
11,1,c 2301,s 3120,1,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
12,1,c 1032,s 2130,2,0,maison,Keimase,Keimase,True,Kaimase,,k_aI_m_a_s_@,10,,,10
12,1,c 1032,s 2130,2,0,vehicule,Sonistik,Sonistik,True,Sonistik,,z_o_n_i_s_t_i_k,10,,,10
12,1,c 1032,s 2130,2,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
13,1,c 1320,s 1023,3,0,maison,Tereinat,Keimase,False,,,k_aI_m_a_s_@,10,,,10
13,1,c 1320,s 1023,3,0,vehicule,Sonistik,Sonistik,True,Soniste,,z_o_n_i_s_t_i_k,10,,,10
13,1,c 1320,s 1023,3,0,personnage,Soltete,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
14,1,c 2310,s 3102,1,0,maison,Sonistik,Keimase,False,Sunestik,,k_aI_m_a_s_@,10,,,10
14,1,c 2310,s 3102,1,0,vehicule,Keimase,Sonistik,False,Kalmare,,z_o_n_i_s_t_i_k,10,,,10
14,1,c 2310,s 3102,1,0,personnage,Mielbete,Mielbete,True,Milbete,,m_i_l_b_e_t_@,10,,,10
15,1,c 3120,s 2301,2,0,maison,Keimase,Keimase,True,kaimasse,,k_aI_m_a_s_@,10,,,10
15,1,c 3120,s 2301,2,0,vehicule,Sonistik,Sonistik,True,somiste,,z_o_n_i_s_t_i_k,10,,,10
15,1,c 3120,s 2301,2,0,personnage,Mielbete,Mielbete,True,beete,,m_i_l_b_e_t_@,10,,,10
16,1,c 2013,s 3201,1,0,maison,Keimase,Keimase,True,Keimase,,k_aI_m_a_s_@,10,,,10
16,1,c 2013,s 3201,1,0,vehicule,Sonistik,Sonistik,True,Sirlanke,,z_o_n_i_s_t_i_k,10,,,10
16,1,c 2013,s 3201,1,0,personnage,Mielbete,Mielbete,True,Mibete,,m_i_l_b_e_t_@,10,,,10
17,1,c 3201,s 2013,2,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
17,1,c 3201,s 2013,2,0,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
17,1,c 3201,s 2013,2,0,personnage,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
2,1,c 2130,s 3012,3,1,personnage,Tereinat,Tereinat,True,Terehle,,t_e_r_aI_n_a_t,10,,,10
2,1,c 2130,s 3012,3,1,maison,Ligete,Ligete,True,Melache,,l_i_g_e_t_@,10,,,10
2,1,c 2130,s 3012,3,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
3,1,c 0312,s 0321,2,1,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
3,1,c 0312,s 0321,2,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
3,1,c 0312,s 0321,2,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
1,1,c 3012,s 1302,3,1,personnage,Tereinat,Tereinat,True,Terainat,,t_e_r_aI_n_a_t,10,,,10
1,1,c 3012,s 1302,3,1,maison,Ligete,Ligete,True,Ligete,,l_i_g_e_t_@,10,,,10
1,1,c 3012,s 1302,3,1,vehicule,Mattendich,Mattendich,True,Mattendich,,m_a_t_@_n_d_i_C,10,,,10
4,1,c 0132,s 0231,2,1,personnage,Tereinat,Tereinat,True,terrainade,,t_e_r_aI_n_a_t,10,,,10
4,1,c 0132,s 0231,2,1,maison,Ligete,Ligete,True,ligete,,l_i_g_e_t_@,10,,,10
4,1,c 0132,s 0231,2,1,vehicule,Mattendich,Mattendich,True,mattendich,,m_a_t_@_n_d_i_C,10,,,10
5,1,c 3102,s 2310,0,1,personnage,Tereinat,Tereinat,True,terrainard,,t_e_r_aI_n_a_t,10,,,10
5,1,c 3102,s 2310,0,1,maison,Ligete,Ligete,True,logette,,l_i_g_e_t_@,10,,,10
5,1,c 3102,s 2310,0,1,vehicule,Mattendich,Mattendich,True,matendich,,m_a_t_@_n_d_i_C,10,,,10
6,1,c 2103,s 3021,3,1,personnage,Tereinat,Tereinat,True,tereinat,,t_e_r_aI_n_a_t,10,,,10
6,1,c 2103,s 3021,3,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
6,1,c 2103,s 3021,3,1,vehicule,Mattendich,Mattendich,True,mattende,,m_a_t_@_n_d_i_C,10,,,10
7,1,c 1023,s 1320,1,1,personnage,Tereinat,Tereinat,True,Teranate ,,t_e_r_aI_n_a_t,10,,,10
7,1,c 1023,s 1320,1,1,maison,Mattendich,Ligete,False,Legate ,,l_i_g_e_t_@,10,,,10
7,1,c 1023,s 1320,1,1,vehicule,Ligete,Mattendich,False,Nitarate,,m_a_t_@_n_d_i_C,10,,,10
8,1,c 0231,s 0132,2,1,personnage,Tereinat,Tereinat,True,Tereinat,,t_e_r_aI_n_a_t,10,,,10
8,1,c 0231,s 0132,2,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
8,1,c 0231,s 0132,2,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
9,1,c 2031,s 3210,3,1,personnage,Tereinat,Tereinat,True,Terenate,,t_e_r_aI_n_a_t,10,,,10
9,1,c 2031,s 3210,3,1,maison,Ligete,Ligete,True,Legete,,l_i_g_e_t_@,10,,,10
9,1,c 2031,s 3210,3,1,vehicule,Mattendich,Mattendich,True,Matendich,,m_a_t_@_n_d_i_C,10,,,10
10,1,c 1230,s 1203,1,1,personnage,Tereinat,Tereinat,True,terrainat,,t_e_r_aI_n_a_t,10,,,10
10,1,c 1230,s 1203,1,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
10,1,c 1230,s 1203,1,1,vehicule,Mattendich,Mattendich,True,matendrich,,m_a_t_@_n_d_i_C,10,,,10
11,1,c 2301,s 3120,3,1,personnage,Tereinat,Tereinat,True,Tyreinarch,,t_e_r_aI_n_a_t,10,,,10
11,1,c 2301,s 3120,3,1,maison,Ligete,Ligete,True,L,,l_i_g_e_t_@,10,,,10
11,1,c 2301,s 3120,3,1,vehicule,Mattendich,Mattendich,True,Martendik,,m_a_t_@_n_d_i_C,10,,,10
12,1,c 1032,s 2130,0,1,personnage,Tereinat,Tereinat,True,tyrainat,,t_e_r_aI_n_a_t,10,,,10
12,1,c 1032,s 2130,0,1,maison,Ligete,Ligete,True,Legete,,l_i_g_e_t_@,10,,,10
12,1,c 1032,s 2130,0,1,vehicule,Mattendich,Mattendich,True,Matende,,m_a_t_@_n_d_i_C,10,,,10
13,1,c 1320,s 1023,1,1,personnage,Tereinat,Tereinat,True,Ter..,,t_e_r_aI_n_a_t,10,,,10
13,1,c 1320,s 1023,1,1,maison,Mattendich,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,1,c 1320,s 1023,1,1,vehicule,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
14,1,c 2310,s 3102,3,1,personnage,Tereinat,Tereinat,True,Terana,,t_e_r_aI_n_a_t,10,,,10
14,1,c 2310,s 3102,3,1,maison,Ligete,Ligete,True,Is,,l_i_g_e_t_@,10,,,10
14,1,c 2310,s 3102,3,1,vehicule,Mattendich,Mattendich,True,Matendig,,m_a_t_@_n_d_i_C,10,,,10
15,1,c 3120,s 2301,0,1,personnage,Tereinat,Tereinat,True,tierenat,,t_e_r_aI_n_a_t,10,,,10
15,1,c 3120,s 2301,0,1,maison,Mattendich,Ligete,False,,,l_i_g_e_t_@,10,,,10
15,1,c 3120,s 2301,0,1,vehicule,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
16,1,c 2013,s 3201,3,1,personnage,Tereinat,Tereinat,True,Trenarte,,t_e_r_aI_n_a_t,10,,,10
16,1,c 2013,s 3201,3,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
16,1,c 2013,s 3201,3,1,vehicule,Mattendich,Mattendich,True,Matrechke,,m_a_t_@_n_d_i_C,10,,,10
17,1,c 3201,s 2013,0,1,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
